track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year
3VnIAUSwxuocMBjuRhPW2N,Audi II,Smokepurpp,62,5UYKqW3uCzdZi8qBsGn3IU,Deadstar 2,2019-12-13,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.804,0.666,10,-6.009,0,0.509,0.0577,0.0,0.106,0.533,139.929,166934,2019
54yCP5dfn4uvU5h37aE8f4,Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,1jJdkoOAj3Uk6Tbv3S4fsa,MONTANA,2019-12-06,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.718,0.882,4,-4.677,0,0.0521,0.0229,0.0286,0.102,0.611,95.005,194171,2019
6ede6Tky0YYKyUKqKuEpQf,Christopher Walking,Pop Smoke,59,3dIV9auv2YbtvyAGaIEBn1,Christopher Walking,2020-01-16,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.774,0.724,6,-5.164,0,0.234,0.0104,0.0,0.0517,0.737,140.953,191661,2020
1IhMuuTCpO0K7BM2MmIZ0w,shining on my ex,bbno$,70,7yLZeJTQUK0Dn5MHTLNjyI,i don't care at all,2019-11-08,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.645,0.487,4,-8.584,0,0.352,0.121,0.0,0.0931,0.618,88.893,140319,2019
36sI03C20IFHKB1f63ezOD,All I Know,Jordan Solomon,46,49X8ECkGZQ18NWMHxajxjf,All I Know,2019-11-08,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.91,0.443,8,-11.183,0,0.23,0.103,0.0,0.103,0.45,100.982,105533,2019
40mjsnRjCpycdUw3xhS20g,GATTI,JACKBOYS,82,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,2019-12-27,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,181145,2019
4ESyocZUQ3fOlCbNP6n17i,Bossanova,Lil Tecca,70,1I6FpscJIfwf4T56VxGVsB,We Love You Tecca,2019-08-30,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.717,0.493,5,-7.146,0,0.266,0.00578,0.0,0.156,0.258,139.833,123573,2019
5fuz3apTO0JuTErm53CGXf,Live This Wild,Lil Mosey,41,7D3IDnds4totDYBNl5h3XS,Live This Wild,2019-11-05,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.697,0.685,7,-7.005,1,0.0712,0.14,0.0,0.0824,0.808,94.06,122853,2019
5wwQVa7OHd9zQILs3scfun,Ooouuu (feat. Blac Youngsta),YBN Almighty Jay,45,7eJwcZRJeRgEconhbu3RW5,Ooouuu (feat. Blac Youngsta),2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.851,0.744,10,-6.83,0,0.197,0.0878,1.18e-05,0.147,0.645,73.97,153067,2020
0yjsqPohhEH9engTAwqWYR,Sticky Situation,anders,54,2hGGMYaQATSVvNBswx34Be,Sticky Situation,2019-10-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.795,0.501,0,-7.359,0,0.151,0.0191,0.0,0.11,0.105,150.024,153753,2019
0W9E3s2G4szLUwXsE17x5E,Beach Ballin' (feat. blackbear),Yung Pinch,72,1P6UQ3wWvVyFH7Y7cuDu7M,Beach Ballin' (feat. blackbear),2020-01-03,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.689,0.586,1,-6.522,0,0.141,0.0643,0.0,0.12,0.49,160.037,204275,2020
4hHyxmILDhX5x7zMekpk7i,PRESS,Boslen,43,5hAZyemeScw6xY30FDvLj5,BLACK LOTUS,2019-12-03,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.784,0.494,1,-7.235,1,0.129,0.0686,4.88e-06,0.103,0.642,133.959,161907,2019
0Pqix0NTfbuROfPbaZbBgp,Protect Da Brand (feat. DaBaby),Moneybagg Yo,69,6Wq84YPRzpAIY8CEeluUlv,Time Served,2020-01-10,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.849,0.577,1,-6.802,1,0.181,0.0266,0.0,0.104,0.617,144.073,180020,2020
0CheosCkNZZcRbEtlgbHSj,Charades,Why G,50,4WyaOJhm5lqA9k0YCTApHz,Charades,2019-11-29,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.839,0.451,1,-11.618,1,0.392,0.0587,0.0,0.0743,0.749,147.978,173521,2019
5jiJXFYMQpBfPr4N1Z46oI,Virgil Discount,T.R.U.,68,6JHNpgAAcUMfwCDfgFgKpk,Virgil Discount,2020-01-07,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.895,0.735,1,-5.331,1,0.291,0.402,0.00927,0.109,0.668,118.036,138067,2020
78L2RUFISfqkmZMTCLYQJC,100 dni do matury,Mata,52,2XEybHzEROxx8nLUOrtSbL,100 dni do matury,2020-01-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.687,0.828,6,-7.911,0,0.456,0.523,0.0,0.34,0.0999,159.934,301573,2020
2W6iqyl0jSI48ByWAEl1vr,Noc Polarna,Szpaku,62,3r17JV6fVLY9h8oa5OG4i6,Noc Polarna,2020-01-10,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.655,0.582,6,-7.998,0,0.183,0.137,0.0,0.302,0.172,90.005,146667,2020
0XthAWvbDoOunjDceV6Jq2,VOGUE,Bedoes,70,3tnrA8DDlYPfRdPxKPAG5O,OpowieÅ›ci z Doliny SmokÃ³w,2019-11-29,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.782,0.568,2,-8.074,1,0.0772,0.0711,0.0203,0.143,0.454,118.033,218133,2019
6P7JZyL9y8GVp4e1aZJme0,Rajaner,Kizo,58,5Rm2v80nqScmRbOhgS14Uu,Rajaner,2019-12-30,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.82,0.751,0,-7.336,1,0.0975,0.212,0.000386,0.107,0.601,124.979,131495,2019
6F3zAaf1DY7akff9JQ8pMb,Patointeligencja,Mata,71,7pqvtR2Zr9NOk3maRi1XNC,Patointeligencja,2019-12-12,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.851,0.54,11,-10.04,0,0.357,0.224,0.0,0.071,0.269,136.904,253609,2019
6TxtJ6Nan6vyZu1m8tl3Ch,GubiÄ™ kroki,White 2115,61,7B7zDS5ubajv7TU8RDpVqd,GubiÄ™ kroki,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.841,0.695,10,-5.851,0,0.296,0.336,0.00171,0.104,0.443,115.958,137322,2019
0rbbqMKtmEAFv5bdmQdWqr,Chinatown,Kali,54,14aeVpzlrQndsMfF5UG4rw,Droga koguta,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.778,0.833,0,-6.195,1,0.277,0.207,0.0,0.12,0.739,81.196,189630,2019
04VF7AgF5f5LR4TBAvGqB7,Kochaj Mnie,Szpaku,65,3TCphhPtgZMqTci3ezqPPy,Kochaj Mnie,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.514,0.546,2,-5.853,0,0.0676,0.306,0.0129,0.134,0.0848,139.565,185143,2019
07Agqdd4SD83JRgN19OjdW,Magenta (prod. Auer),Pezet,63,5wPft01h42VkQn3OI4vQyb,Muzyka wspÃ³Å‚czesna,2019-09-27,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.742,0.842,2,-6.421,1,0.226,0.519,7.61e-06,0.124,0.569,132.993,200333,2019
4zbwGwOFXOSRhdh4C0LLgW,DOOKOÅA BLOKÃ“W,Kabe,42,7fznBpWEdYBbWMLaYXOlJj,Albinos,2020-01-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.659,0.671,9,-7.572,1,0.0502,0.0196,0.00839,0.124,0.498,115.0,144932,2020
72UTxfWLA7lW3pexGQMIMC,Koryto,BORCREW,59,7IuKEGgrvAZjFdBUXMgxlb,BORCREW ALBUM,2019-12-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.811,0.567,10,-7.581,0,0.263,0.0188,0.0,0.293,0.49,79.983,211633,2019
6FGAHJzXBS7SKtIlMUEbR3,Jungle Boyz,Malik Montana,61,5RavLlHypeLsCo8B3mXBo9,Import / Export,2019-09-27,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.714,0.543,0,-9.172,0,0.0969,0.0303,0.0,0.676,0.576,106.916,154773,2019
1mMCe8c6iNVLu6fzJl2tIi,Ptak,Deemz,61,5jSCbb7NmnsaWzxgChLrJU,Ptak,2019-12-16,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.784,0.755,6,-6.581,0,0.134,0.528,0.0,0.276,0.645,145.066,147251,2019
2VLU6LTuUA621cS87wVG7C,Justin Bieber,Oki,57,1g8kCLbEv6msfaKyWer87f,Justin Bieber,2019-12-27,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.853,0.671,9,-5.281,0,0.107,0.0722,0.0,0.165,0.758,127.83,200413,2019
37OjKpGDZngkru4ToHVz4V,Impreza,Sobel,53,7kplMtuK06LmquwvLsflcL,Impreza,2019-11-23,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.92,0.363,11,-11.92,1,0.0933,0.028,0.0118,0.0854,0.558,120.002,165747,2019
3CQ4zMzqUGSxD0GX3fEJ1G,1998 (mam to we krwi),Bedoes,65,2IQYeXJ5oBDq9RfYDr9Nmn,1998 (mam to we krwi),2019-11-10,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.721,0.651,1,-7.962,1,0.41,0.324,0.0,0.259,0.233,148.744,232133,2019
4gUvFKFbDSqd2sR49W11Fu,Trumna,Sarius,58,2Yq8RNFlR7C79HHEhGBMMj,Pierwszy DzieÅ„ Po KoÅ„cu Åšwiata,2019-08-30,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.65,0.598,11,-6.081,1,0.262,0.606,0.0,0.613,0.265,130.955,208790,2019
29rV7CoaiwzvZQMi4OP1XF,Nowe dzwiÄ™ki,Å»abson,61,1s4XFPqpSeY9RqteshYgPO,Internaziomal,2019-10-31,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.7,0.855,6,-6.403,0,0.174,0.23,0.0,0.216,0.59,160.027,193400,2019
78Rt8cal5uxRh9zfEXO3R0,Tryb komfort,Kizo,45,2A27RBuyOAyKbDWHJA6wxa,Tryb komfort,2020-01-16,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.792,0.66,8,-8.276,1,0.36,0.11,0.0,0.0954,0.471,90.084,173280,2020
2CSsOy2PTQNkhPc7SRqr78,MieÄ‡ i nie mieÄ‡,Jetlagz,60,78IGWT0IQZ1WUScNRkw53O,Szum,2019-11-29,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.563,0.655,8,-7.642,1,0.387,0.302,0.0,0.211,0.417,95.08,216867,2019
7AkNGJ9p25ZaU1AFbVPwBL,DEMONY,DZIARMA,54,3RlsfllsPsQlL5RGCq4oxJ,V,2019-12-18,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.796,0.513,1,-8.078,1,0.119,0.282,0.000548,0.111,0.113,99.02,218973,2019
0KY3vzMW9Ke1lYUeeuQ8xO,bigos,schafter,63,402JxgRJU4pZDD9avszMyH,bigos,2019-11-06,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.829,0.826,6,-7.952,1,0.161,0.3,2.94e-05,0.0825,0.925,152.045,219320,2019
6wewGfrHp3Bo9VX7BorrMS,Tango,Mata,49,2XEybHzEROxx8nLUOrtSbL,100 dni do matury,2020-01-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.648,0.595,11,-8.165,0,0.326,0.1,0.0,0.167,0.225,85.468,192560,2020
3kxIqD1BObKKHB5kn5sOqD,Dzieci burzy,BORCREW,60,1eQXrRkCNxRFnd8LgyaTiR,Dzieci burzy,2019-12-06,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.55,0.657,0,-4.655,0,0.0577,0.602,0.0,0.112,0.177,78.071,166154,2019
59uSPFpJeWSUddwtJo9Jd6,Brzydkie rzeczy,Bedoes,64,7pYj3uvxrX3Rr7Zr3ZkbFA,Brzydkie rzeczy,2019-11-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.715,0.592,10,-8.399,0,0.356,0.366,0.0,0.153,0.646,155.986,179003,2019
1CPhABEvhQf47PRiHg0WBO,Bravi Ragazzi,Tymek,57,2VIpFBfrRoske6Khx1EsZ1,Bravi Ragazzi,2019-11-26,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.524,0.736,2,-5.528,1,0.207,0.058,0.0,0.178,0.162,109.513,159273,2019
1tsBrwoPcZRFClC02IIMFP,Kevin,Otsochodzi,55,2HDHDih7uMZls85bRQHJDK,Kevin,2019-12-18,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.442,0.427,1,-11.353,0,0.193,0.839,2.51e-05,0.0799,0.163,176.299,181364,2019
757xcPUO7sNohea5aKXtmz,Miasto 24H,Kizo,59,2oP6xfHuf0qSpLiiFrlFs2,Miasto 24H,2019-12-11,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.726,0.617,10,-6.397,0,0.189,0.329,0.0,0.133,0.741,88.11,180060,2019
6lEvrsz0CM2gStegO3el1x,ZMSW [QQ Untitled01],Qry,56,19QeCv6hQzb9rlBMnCzuCV,ZMSW [QQ Untitled01],2019-11-13,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.654,0.52,10,-7.89,1,0.29,0.185,0.0,0.0834,0.206,180.283,170667,2019
7881kSmOadyJQqKw4J3InC,Tempo,Olszakumpel,56,2fDZUFbfio7feaIvhNIlTw,Tempo,2019-11-22,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.732,0.873,8,-3.846,1,0.204,0.251,0.0,0.303,0.566,149.923,205055,2019
59VRFUqZzQfHjOpqFMJuQD,Czarne Oczy (Chilaca),Wac Toja,53,0zQhrUi9wp11NJFXPlecfF,Czarne Oczy (Chilaca),2019-12-18,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.66,0.725,0,-7.804,1,0.263,0.0719,0.0,0.335,0.663,125.138,193920,2019
3folQRowvURG094lAYvTLo,TIRy,BORCREW,57,1I5c0By0rOE0CYMHTZmSyK,TIRy,2019-11-29,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.719,0.778,0,-8.337,0,0.348,0.614,0.0,0.137,0.652,140.844,204255,2019
1q3m4S73prJEX15PtSqZtk,PaÅ‚ac,White 2115,58,3SjbrK3DSdo8HmRFlqkdkb,PaÅ‚ac,2019-10-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.828,0.694,11,-7.528,1,0.121,0.315,0.0,0.144,0.708,147.953,183989,2019
6eFkf1xxOehBGMpDyUrEk4,Co u Ciebie?,Filipek,53,7vE3PXx4peRnGRyUPdX1OJ,Bipolar,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.789,0.652,0,-7.913,1,0.159,0.386,0.0,0.186,0.414,106.017,185313,2019
1SVsopgKbauppy1h2G7Woe,Nie chcÄ™,O.S.T.R.,55,5cyQ9c1a0dA3C6l4DT8LcO,Nie chcÄ™,2019-12-26,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.858,0.455,1,-7.913,1,0.149,0.00764,0.0,0.112,0.545,139.98,212826,2019
2RmEAopmu9Of7kQNfPrdHc,pager,schafter,60,2r2tpDJQpVBHwLcfHZsHR6,audiotele,2019-11-22,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.73,0.705,0,-7.154,1,0.287,0.2,0.0,0.331,0.632,84.959,127613,2019
0Uu0e8qXr1HeEhUY0utaB8,OpowieÅ›ci z Doliny SmokÃ³w,Bedoes,65,24kpUp8pD2Ty150AqnThlp,OpowieÅ›ci z Doliny SmokÃ³w,2019-10-28,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.548,0.579,10,-7.576,0,0.323,0.188,0.0,0.0857,0.284,113.563,197997,2019
4mhjXZjKCtwJSMfoKvOsBJ,Ziom z papieru,BORCREW,55,3KICzjOVWtzdv9CWvtEOvX,Ziom z papieru,2019-12-14,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.71,0.852,11,-7.602,1,0.232,0.384,0.0,0.323,0.771,167.0,164678,2019
6imHfAXTylNqAqjDnmMd30,VHS,PlanBe,53,6aHREA8nECrdqeZ22soof7,VHS,2019-12-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.614,0.555,9,-8.519,0,0.0534,0.206,0.0,0.059,0.35,100.03,190285,2019
3vlOANhOOpJxiCWUzq4DnK,Chemia,BLACHA,58,7ogL5w0u1GBXZNZk2R5BM0,Chemia,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.485,0.682,4,-7.314,0,0.243,0.388,0.0,0.0754,0.406,94.734,144000,2019
1DXaXsT69EUS1aarFfBxMw,AnioÅ‚y i Demony,Tymek,70,40mckbL9st784l0zXIQrJM,AnioÅ‚y i Demony,2019-10-11,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,2019
0sXotOhh2L1FmVbr2IKmq9,Mitoman,Malik Montana,59,1vMlkXSdfPWDsfCt05KeTl,Mitoman,2019-12-09,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.616,0.635,8,-8.673,0,0.166,0.188,0.0108,0.282,0.462,149.975,135200,2019
36KGBIsobZCsLcZamffF1T,Wszystko co mam,Otsochodzi,53,5Hb1jONBOFkgQQihLEbJkI,Wszystko co mam,2019-12-04,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.589,0.737,7,-6.08,0,0.18,0.425,0.0,0.208,0.615,146.05,189041,2019
2aNeT64y3UhZsbFpVxGUI8,PopiÃ³Å‚ (prod. Szwed),PÅ‚omieÅ„ 81,55,6f5Mb3iWkPv8riqJ4v7US6,PopiÃ³Å‚ (prod. Szwed),2019-11-28,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.513,0.739,9,-7.754,1,0.166,0.0611,0.000329,0.091,0.222,139.944,238010,2019
2unYQbgst3vkYdAxH1rbEp,Restart,Shellerini,56,2Bnl6QIpnSg43sTVQhLYHK,Restart,2019-10-02,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.744,0.573,7,-8.068,0,0.433,0.361,0.0,0.145,0.398,84.967,275294,2019
248wm0QJjthcaWCCXoXfDf,NICKI,Trill Pem,66,69xiOCWlOEtJcZhPo1QLGp,NICKI,2019-08-08,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.789,0.525,0,-4.323,1,0.123,0.126,0.0,0.0958,0.073,137.006,234764,2019
6gj9PMazlwq99Z4dXMT8kN,Floyd Mayweather,Å»abson,63,6Ai7hz4p3bEtTyKLjppd9G,Floyd Mayweather,2019-09-30,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.709,0.74,11,-4.64,1,0.34,0.45,0.0,0.268,0.388,174.11,202961,2019
5T3iMVUMq34Oy8DwBzPvJy,jolka,chillwagon,46,29FfjzYKAQxbHOByTSipWW,jolka,2019-09-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.784,0.785,0,-5.497,1,0.0478,0.131,0.0,0.153,0.354,149.935,147208,2019
3pCkuopR4wBW8PhkLdlKMA,cirque du soleil,schafter,55,5xumrLUGYjBoJytl13kQNx,cirque du soleil,2019-11-18,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.838,0.609,0,-6.44,0,0.185,0.187,0.0,0.0838,0.582,80.031,180413,2019
6ZVXZ9Dfd70tZ8ZAkHUToE,Trzy Butelki,White 2115,58,4CdBQGVPav4UXSy6vs2TGE,Trzy Butelki,2019-10-15,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.653,0.595,7,-8.309,0,0.31,0.228,0.0541,0.432,0.55,174.886,156867,2019
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),Drake,88,00HZxSA1sOS9T3nA950sg4,The Best In The World Pack,2019-06-15,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,2019
2gwkD6igEhQbDQegRCcdoB,Suge,DaBaby,87,0O1PJ0t69iTO5yWrIeIga0,Baby On Baby,2019-03-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,163320,2019
1xbtojAZsQjOgiGdGX6ChU,Ransom,Lil Tecca,19,0Pjp31DH4uBcFUi7w2QCCt,Ransom,2019-05-22,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131248,2019
3XiNC94b4Tq1xwv70sQJGN,Sanguine Paradise,Lil Uzi Vert,82,49K82qcZN4u109e6Zw8io1,Sanguine Paradise,2019-04-09,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,2019
4ak7xjvBeBOcJGWFDX9w5n,Rodeo,Lil Nas X,78,4IRiXE5NROxknUSAUSjMoO,7 EP,2019-06-21,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,158707,2019
3CLd7BfvgsBwBUI8kwFLU6,iSpy (feat. Kodak Black),KYLE,64,6YbUfNMvQNMkwiafq32a44,iSpy (feat. Kodak Black),2017-06-09,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.776,0.724,7,-4.874,1,0.216,0.455,0.0,0.109,0.677,74.987,227779,2017
2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,Lil Uzi Vert,11,4CZVGlURM8vncG4ftZULTS,XO TOUR Llif3,2017-03-24,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,2017
7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),Young Thug,83,6p9Y1K9yu3ojyS8fBJXUnp,The London,2019-05-23,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,2019
2fQrGHiQOvpL9UgPvtYy6G,Bank Account,21 Savage,80,4QUNWTw2FsIz722xjUjFJw,Issa Album,2017-09-23,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,2017
5de7ci7TFqbQ1PFgKAD7MR,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,70,4oiTkphB9JYcl3lRVYGxCv,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",2017-03-30,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,249240,2017
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",84,5zi7WsKlIiUXv09tbGLKsE,IGOR,2019-05-17,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,2019
5rU6kDNXZLXIinFezpbWbO,Tap (feat. Meek Mill),NAV,79,31lHUoHC3P6BRFzKYLyRJO,Bad Habits (Deluxe),2019-03-26,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,2019
5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,77,5qBu7Ab6alstSCAzxTJMb1,Chill Bill (feat. J. Davi$ & Spooks),2016-06-17,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,2016
6CUBgX8bXC5YQCkdgRHqyg,do re mi,blackbear,3,2l3HIzSVnACXyTc2SduFOI,digital druglord,2017-04-21,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.745,0.595,8,-6.35,1,0.0486,0.00483,1.13e-05,0.125,0.169,110.966,212027,2017
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,76,18JrBX1QkpnUSJF3oxX6RX,At What Cost,2017-03-24,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,2017
3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic,73,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.824,0.584,10,-7.098,0,0.221,0.0718,0.0,0.106,0.219,139.965,188600,2018
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,2 Chainz,74,5vvvo79z68vWj9yimoygfS,Pretty Girls Like Trap Music,2017-06-16,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.822,0.505,7,-7.384,1,0.147,0.0317,0.000911,0.114,0.523,73.003,210200,2017
4cM0qNo02rp56x7c6nlx6T,F.B.G.M.,T-Pain,64,5x7rl9blMybEIwYRE9LZO8,F.B.G.M.,2017-05-26,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.689,0.657,5,-3.632,0,0.0394,0.127,0.0,0.166,0.234,77.509,188832,2017
